61,22,85,99
46,19,50,34
0,0,0,0
42,68,38,100
9,51,80,75
50,74,5,24
61,22,85,99
84,35,65,3
34,5,24,74
84,35,65,3
8,86,42,78
97,66,49,91
17,99,22,85
85,8,59,36
60,9,2,92
74,27,6,70
25,85,99,22
33,49,91,66
60,9,2,92
65,82,64,60
5,6,70,27
5,6,70,27
50,74,5,24
78,38,100,68
27,20,96,90
85,8,59,36
84,35,65,3
42,68,38,100
3,64,60,82
38,83,7,13
90,53,69,84
100,7,13,83
61,22,85,99
75,33,76,97
7,17,61,25
20,69,84,53
8,86,42,78
1,34,19,50
97,66,49,91
69,3,35,65
27,20,96,90
35,60,82,64
13,61,25,17
36,78,86,42
85,8,59,36
35,60,82,64
8,86,42,78
59,42,78,86
17,99,22,85
99,59,36,8
17,99,22,85
78,38,100,68
22,36,8,59
86,100,68,38
49,46,56,1
83,25,17,61
91,56,1,46
49,46,56,1
85,8,59,36
61,22,85,99
68,13,83,7
99,59,36,8
97,66,49,91
25,85,99,22
83,25,17,61
91,56,1,46
99,59,36,8
38,83,7,13
65,82,64,60
86,100,68,38
97,66,49,91
8,86,42,78
36,78,86,42
38,83,7,13
0,0,0,0
99,59,36,8
53,65,3,35
65,82,64,60
20,69,84,53
6,96,90,20
74,27,6,70
20,69,84,53
53,65,3,35
80,97,33,76
20,69,84,53
46,19,50,34
70,90,20,96
82,2,92,9
42,68,38,100
92,75,51,80
20,69,84,53
65,82,64,60
68,13,83,7
99,59,36,8
53,65,3,35
85,8,59,36
2,80,75,51
69,3,35,65
56,50,34,19
56,50,34,19
74,27,6,70
20,69,84,53
33,49,91,66
99,59,36,8
60,9,2,92
0,0,0,0
36,78,86,42
74,27,6,70
91,56,1,46
66,1,46,56
24,70,27,6
61,22,85,99
91,56,1,46
65,82,64,60
91,56,1,46
96,84,53,69
0,0,0,0
65,82,64,60
38,83,7,13
51,76,97,33
83,25,17,61
78,38,100,68
86,100,68,38
24,70,27,6
97,66,49,91
78,38,100,68
50,74,5,24
53,65,3,35
53,65,3,35
83,25,17,61
7,17,61,25
5,6,70,27
13,61,25,17
99,59,36,8
91,56,1,46
84,35,65,3
74,27,6,70
2,80,75,51
3,64,60,82
61,22,85,99
24,70,27,6
64,92,9,2
97,66,49,91
17,99,22,85
20,69,84,53
80,97,33,76
5,6,70,27
100,7,13,83
84,35,65,3
97,66,49,91
17,99,22,85
19,24,74,5
34,5,24,74
34,5,24,74
100,7,13,83
36,78,86,42
1,34,19,50
5,6,70,27
100,7,13,83
99,59,36,8
66,1,46,56
1,34,19,50
49,46,56,1
91,56,1,46
69,3,35,65
2,80,75,51
75,33,76,97
74,27,6,70
61,22,85,99
33,49,91,66
60,9,2,92
84,35,65,3
5,6,70,27
51,76,97,33
69,3,35,65
42,68,38,100
82,2,92,9
6,96,90,20
22,36,8,59
66,1,46,56
1,34,19,50
100,7,13,83
74,27,6,70
84,35,65,3
96,84,53,69
76,91,66,49
0,0,0,0
17,99,22,85
19,24,74,5
61,22,85,99
61,22,85,99
100,7,13,83
38,83,7,13
69,3,35,65
69,3,35,65
1,34,19,50
65,82,64,60
53,65,3,35
6,96,90,20
76,91,66,49
68,13,83,7
49,46,56,1
24,70,27,6
25,85,99,22
24,70,27,6
19,24,74,5
60,9,2,92
51,76,97,33
66,1,46,56
5,6,70,27
33,49,91,66
80,97,33,76
34,5,24,74
83,25,17,61
19,24,74,5
19,24,74,5
51,76,97,33
70,90,20,96
86,100,68,38
51,76,97,33
100,7,13,83
74,27,6,70
86,100,68,38
90,53,69,84
74,27,6,70
7,17,61,25
34,5,24,74
96,84,53,69
56,50,34,19
20,69,84,53
8,86,42,78
8,86,42,78
64,92,9,2
85,8,59,36
83,25,17,61
8,86,42,78
91,56,1,46
0,0,0,0
50,74,5,24
60,9,2,92
74,27,6,70
68,13,83,7
13,61,25,17
69,3,35,65
66,1,46,56
97,66,49,91
25,85,99,22
78,38,100,68
1,34,19,50
19,24,74,5
61,22,85,99
22,36,8,59
80,97,33,76
80,97,33,76
1,34,19,50
0,0,0,0
5,6,70,27
7,17,61,25
20,69,84,53
90,53,69,84
5,6,70,27
9,51,80,75
22,36,8,59
22,36,8,59
75,33,76,97
75,33,76,97
100,7,13,83
25,85,99,22
33,49,91,66
97,66,49,91
100,7,13,83
96,84,53,69
35,60,82,64
22,36,8,59
1,34,19,50
61,22,85,99
96,84,53,69
46,19,50,34
6,96,90,20
68,13,83,7
35,60,82,64
7,17,61,25
9,51,80,75
53,65,3,35
64,92,9,2
92,75,51,80
76,91,66,49
19,24,74,5
75,33,76,97
24,70,27,6
82,2,92,9
60,9,2,92
85,8,59,36
2,80,75,51
80,97,33,76
69,3,35,65
1,34,19,50
36,78,86,42
38,83,7,13
65,82,64,60
53,65,3,35
85,8,59,36
7,17,61,25
70,90,20,96
49,46,56,1
69,3,35,65
36,78,86,42
2,80,75,51
33,49,91,66
38,83,7,13
76,91,66,49
65,82,64,60
1,34,19,50
90,53,69,84
42,68,38,100
24,70,27,6
38,83,7,13
33,49,91,66
2,80,75,51
65,82,64,60
86,100,68,38
50,74,5,24
9,51,80,75
24,70,27,6
13,61,25,17
51,76,97,33
90,53,69,84
86,100,68,38
66,1,46,56
91,56,1,46
64,92,9,2
36,78,86,42
42,68,38,100
85,8,59,36
61,22,85,99
49,46,56,1
56,50,34,19
46,19,50,34
53,65,3,35
74,27,6,70
69,3,35,65
97,66,49,91
59,42,78,86
33,49,91,66
90,53,69,84
86,100,68,38
75,33,76,97
92,75,51,80
59,42,78,86
34,5,24,74
27,20,96,90
33,49,91,66
96,84,53,69
20,69,84,53
83,25,17,61
97,66,49,91
1,34,19,50
90,53,69,84
86,100,68,38
50,74,5,24
78,38,100,68
6,96,90,20
2,80,75,51
25,85,99,22
3,64,60,82
78,38,100,68
53,65,3,35
3,64,60,82
8,86,42,78
68,13,83,7
65,82,64,60
97,66,49,91
53,65,3,35
60,9,2,92
34,5,24,74
50,74,5,24
46,19,50,34
56,50,34,19
24,70,27,6
0,0,0,0
0,0,0,0
25,85,99,22
35,60,82,64
84,35,65,3
38,83,7,13
42,68,38,100
35,60,82,64
38,83,7,13
9,51,80,75
99,59,36,8
78,38,100,68
76,91,66,49
59,42,78,86
0,0,0,0
53,65,3,35
6,96,90,20
5,6,70,27
27,20,96,90
27,20,96,90
61,22,85,99
42,68,38,100
42,68,38,100
97,66,49,91
22,36,8,59
97,66,49,91
100,7,13,83
42,68,38,100
49,46,56,1
92,75,51,80
65,82,64,60
66,1,46,56
83,25,17,61
22,36,8,59
2,80,75,51
69,3,35,65
13,61,25,17
66,1,46,56
33,49,91,66
82,2,92,9
60,9,2,92
100,7,13,83
46,19,50,34
90,53,69,84
34,5,24,74
97,66,49,91
82,2,92,9
59,42,78,86
17,99,22,85
99,59,36,8
6,96,90,20
65,82,64,60
83,25,17,61
35,60,82,64
56,50,34,19
49,46,56,1
19,24,74,5
22,36,8,59
100,7,13,83
5,6,70,27
83,25,17,61
86,100,68,38
66,1,46,56
9,51,80,75
59,42,78,86
7,17,61,25
69,3,35,65
35,60,82,64
90,53,69,84
59,42,78,86
19,24,74,5
84,35,65,3
68,13,83,7
13,61,25,17
53,65,3,35
9,51,80,75
74,27,6,70
64,92,9,2
56,50,34,19
50,74,5,24
99,59,36,8
60,9,2,92
42,68,38,100
64,92,9,2
35,60,82,64
53,65,3,35
59,42,78,86
19,24,74,5
100,7,13,83
27,20,96,90
8,86,42,78
50,74,5,24
59,42,78,86
51,76,97,33
84,35,65,3
33,49,91,66
36,78,86,42
68,13,83,7
69,3,35,65
69,3,35,65
69,3,35,65
3,64,60,82
25,85,99,22
69,3,35,65
42,68,38,100
22,36,8,59
7,17,61,25
86,100,68,38
3,64,60,82
42,68,38,100
76,91,66,49
92,75,51,80
85,8,59,36
100,7,13,83
38,83,7,13
13,61,25,17
100,7,13,83
80,97,33,76
20,69,84,53
22,36,8,59
70,90,20,96
97,66,49,91
38,83,7,13
3,64,60,82
99,59,36,8
78,38,100,68
24,70,27,6
2,80,75,51
92,75,51,80
42,68,38,100
42,68,38,100
9,51,80,75
100,7,13,83
9,51,80,75
97,66,49,91
65,82,64,60
91,56,1,46
7,17,61,25
99,59,36,8
2,80,75,51
90,53,69,84
78,38,100,68
90,53,69,84
61,22,85,99
34,5,24,74
90,53,69,84
86,100,68,38
66,1,46,56
5,6,70,27
46,19,50,34
86,100,68,38
25,85,99,22
80,97,33,76
84,35,65,3
53,65,3,35
49,46,56,1
76,91,66,49
82,2,92,9
90,53,69,84
51,76,97,33
20,69,84,53
27,20,96,90
100,7,13,83
90,53,69,84
100,7,13,83
24,70,27,6
96,84,53,69
49,46,56,1
100,7,13,83
9,51,80,75
70,90,20,96
9,51,80,75
69,3,35,65
75,33,76,97
59,42,78,86
35,60,82,64
59,42,78,86
3,64,60,82
7,17,61,25
9,51,80,75
68,13,83,7
3,64,60,82
80,97,33,76
38,83,7,13
34,5,24,74
70,90,20,96
84,35,65,3
49,46,56,1
69,3,35,65
69,3,35,65
1,34,19,50
61,22,85,99
59,42,78,86
84,35,65,3
34,5,24,74
2,80,75,51
74,27,6,70
1,34,19,50
64,92,9,2
42,68,38,100
13,61,25,17
76,91,66,49
25,85,99,22
84,35,65,3
13,61,25,17
7,17,61,25
0,0,0,0
2,80,75,51
19,24,74,5
76,91,66,49
38,83,7,13
91,56,1,46
8,86,42,78
70,90,20,96
38,83,7,13
1,34,19,50
69,3,35,65
91,56,1,46
70,90,20,96
92,75,51,80
6,96,90,20
82,2,92,9
59,42,78,86
82,2,92,9
85,8,59,36
100,7,13,83
70,90,20,96
76,91,66,49
70,90,20,96
8,86,42,78
35,60,82,64
13,61,25,17
80,97,33,76
66,1,46,56
51,76,97,33
76,91,66,49
53,65,3,35
80,97,33,76
74,27,6,70
7,17,61,25
8,86,42,78
92,75,51,80
19,24,74,5
92,75,51,80
3,64,60,82
0,0,0,0
50,74,5,24
42,68,38,100
66,1,46,56
86,100,68,38
99,59,36,8
82,2,92,9
38,83,7,13
85,8,59,36
8,86,42,78
38,83,7,13
22,36,8,59
97,66,49,91
51,76,97,33
7,17,61,25
90,53,69,84
1,34,19,50
100,7,13,83
85,8,59,36
80,97,33,76
65,82,64,60
50,74,5,24
33,49,91,66
96,84,53,69
22,36,8,59
74,27,6,70
1,34,19,50
2,80,75,51
92,75,51,80
86,100,68,38
35,60,82,64
69,3,35,65
78,38,100,68
91,56,1,46
96,84,53,69
36,78,86,42
49,46,56,1
91,56,1,46
34,5,24,74
82,2,92,9
90,53,69,84
1,34,19,50
61,22,85,99
69,3,35,65
90,53,69,84
68,13,83,7
5,6,70,27
66,1,46,56
99,59,36,8
25,85,99,22
80,97,33,76
78,38,100,68
42,68,38,100
74,27,6,70
86,100,68,38
7,17,61,25
19,24,74,5
74,27,6,70
59,42,78,86
36,78,86,42
8,86,42,78
22,36,8,59
53,65,3,35
17,99,22,85
2,80,75,51
92,75,51,80
1,34,19,50
35,60,82,64
85,8,59,36
100,7,13,83
51,76,97,33
8,86,42,78
2,80,75,51
25,85,99,22
74,27,6,70
35,60,82,64
51,76,97,33
6,96,90,20
86,100,68,38
49,46,56,1
36,78,86,42
78,38,100,68
66,1,46,56
8,86,42,78
64,92,9,2
84,35,65,3
3,64,60,82
74,27,6,70
97,66,49,91
65,82,64,60
25,85,99,22
91,56,1,46
68,13,83,7
61,22,85,99
0,0,0,0
66,1,46,56
90,53,69,84
97,66,49,91
68,13,83,7
46,19,50,34
84,35,65,3
100,7,13,83
100,7,13,83
38,83,7,13
91,56,1,46
76,91,66,49
61,22,85,99
6,96,90,20
66,1,46,56
96,84,53,69
6,96,90,20
60,9,2,92
25,85,99,22
53,65,3,35
60,9,2,92
9,51,80,75
19,24,74,5
49,46,56,1
61,22,85,99
13,61,25,17
17,99,22,85
60,9,2,92
5,6,70,27
60,9,2,92
17,99,22,85
19,24,74,5
1,34,19,50
22,36,8,59
24,70,27,6
24,70,27,6
70,90,20,96
49,46,56,1
7,17,61,25
35,60,82,64
20,69,84,53
50,74,5,24
78,38,100,68
36,78,86,42
42,68,38,100
24,70,27,6
2,80,75,51
19,24,74,5
91,56,1,46
59,42,78,86
60,9,2,92
78,38,100,68
42,68,38,100
7,17,61,25
22,36,8,59
97,66,49,91
85,8,59,36
25,85,99,22
9,51,80,75
97,66,49,91
69,3,35,65
3,64,60,82
99,59,36,8
7,17,61,25
82,2,92,9
61,22,85,99
70,90,20,96
75,33,76,97
96,84,53,69
38,83,7,13
84,35,65,3
69,3,35,65
85,8,59,36
76,91,66,49
82,2,92,9
22,36,8,59
1,34,19,50
5,6,70,27
2,80,75,51
66,1,46,56
75,33,76,97
25,85,99,22
33,49,91,66
80,97,33,76
99,59,36,8
2,80,75,51
19,24,74,5
25,85,99,22
24,70,27,6
6,96,90,20
92,75,51,80
35,60,82,64
80,97,33,76
38,83,7,13
100,7,13,83
53,65,3,35
53,65,3,35
83,25,17,61
90,53,69,84
61,22,85,99
6,96,90,20
76,91,66,49
6,96,90,20
65,82,64,60
6,96,90,20
96,84,53,69
85,8,59,36
19,24,74,5
76,91,66,49
53,65,3,35
1,34,19,50
78,38,100,68
85,8,59,36
82,2,92,9
1,34,19,50
82,2,92,9
35,60,82,64
53,65,3,35
8,86,42,78
69,3,35,65
76,91,66,49
6,96,90,20
46,19,50,34
56,50,34,19
78,38,100,68
25,85,99,22
13,61,25,17
97,66,49,91
9,51,80,75
80,97,33,76
99,59,36,8
51,76,97,33
7,17,61,25
25,85,99,22
59,42,78,86
1,34,19,50
65,82,64,60
3,64,60,82
19,24,74,5
90,53,69,84
51,76,97,33
49,46,56,1
90,53,69,84
7,17,61,25
25,85,99,22
0,0,0,0
84,35,65,3
70,90,20,96
8,86,42,78
5,6,70,27
19,24,74,5
35,60,82,64
49,46,56,1
60,9,2,92
8,86,42,78
86,100,68,38
75,33,76,97
